"No.","Time","Source","Destination","Protocol","Length","Info"
"407427","2016-09-27 16:52:09.159161","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=2282 Ack=3886 Win=18992 Len=0"
"407429","2016-09-27 16:52:09.163070","192.168.1.240","93.184.216.34","TCP","66","44377  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68145145 TSecr=2151805276"
"407430","2016-09-27 16:52:09.163186","192.168.1.240","93.184.216.34","TCP","66","44377  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68145145 TSecr=2151805276"
"407431","2016-09-27 16:52:09.217547","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x187a A www.example.org"
"407433","2016-09-27 16:52:09.222186","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x84ee AAAA www.example.org"
"407435","2016-09-27 16:52:09.242367","192.168.1.240","176.32.98.204","TLSv1.2","206","Application Data"
"407436","2016-09-27 16:52:09.252373","192.168.1.240","176.32.98.204","TLSv1.2","323","Application Data"
"407437","2016-09-27 16:52:09.306067","192.168.1.240","176.32.98.204","TLSv1.2","541","Application Data"
"407439","2016-09-27 16:52:09.307999","192.168.1.240","93.184.216.34","TCP","66","44377  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=68145182 TSecr=2151805312"
"407440","2016-09-27 16:52:09.313677","192.168.1.240","176.32.98.204","TLSv1.2","380","Application Data"
"407441","2016-09-27 16:52:09.317055","192.168.1.240","176.32.98.204","TLSv1.2","230","Application Data"
"407442","2016-09-27 16:52:09.320615","192.168.1.240","176.32.98.204","TLSv1.2","185","Application Data"
"407444","2016-09-27 16:52:09.354523","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=3823 Ack=4055 Win=21904 Len=0"
"407445","2016-09-27 16:52:09.429769","192.168.1.240","93.184.216.34","TCP","74","44378  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68145213 TSecr=0 WS=16"
"407447","2016-09-27 16:52:09.461571","192.168.1.240","176.32.98.204","TLSv1.2","183","Application Data"
"407448","2016-09-27 16:52:09.463552","192.168.1.240","176.32.98.204","TLSv1.2","371","Application Data"
"407452","2016-09-27 16:52:09.577202","192.168.1.240","93.184.216.34","TCP","66","44378  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68145251 TSecr=1752560545"
"407453","2016-09-27 16:52:09.577620","192.168.1.240","93.184.216.34","TCP","66","44378  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68145251 TSecr=1752560545"
"407457","2016-09-27 16:52:09.730090","192.168.1.240","93.184.216.34","TCP","66","44378  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=68145290 TSecr=1752560582"
"407459","2016-09-27 16:52:10.355807","192.168.1.240","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"407475","2016-09-27 16:52:13.748957","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=4269 Ack=4096 Win=21904 Len=0"
"407476","2016-09-27 16:52:13.749490","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"407490","2016-09-27 16:52:16.303638","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"407495","2016-09-27 16:52:18.752499","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"407568","2016-09-27 16:52:34.854417","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"407578","2016-09-27 16:52:38.449119","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"407583","2016-09-27 16:52:39.861918","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"407602","2016-09-27 16:52:43.330875","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"407607","2016-09-27 16:52:43.776367","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"407610","2016-09-27 16:52:44.022052","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=4351 Ack=4137 Win=21904 Len=0"
"407710","2016-09-27 16:53:01.881647","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"407740","2016-09-27 16:53:10.358224","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"407757","2016-09-27 16:53:13.745733","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=4351 Ack=4178 Win=21904 Len=0"
"407758","2016-09-27 16:53:13.745848","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"407827","2016-09-27 16:53:18.760462","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"407912","2016-09-27 16:53:28.909062","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"407964","2016-09-27 16:53:37.389385","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"407996","2016-09-27 16:53:42.393011","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"408001","2016-09-27 16:53:43.774896","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"408005","2016-09-27 16:53:44.029748","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=4433 Ack=4219 Win=21904 Len=0"
"408066","2016-09-27 16:53:55.936405","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"408122","2016-09-27 16:54:04.412830","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"408161","2016-09-27 16:54:14.021098","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"408164","2016-09-27 16:54:14.233150","192.168.1.240","176.32.98.204","TCP","54","[TCP Dup ACK 408005#1] 60316  >  443 [ACK] Seq=4474 Ack=4219 Win=21904 Len=0"
"408167","2016-09-27 16:54:14.362928","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=4474 Ack=4301 Win=21904 Len=0"
"408168","2016-09-27 16:54:14.363035","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"408192","2016-09-27 16:54:18.756431","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"408219","2016-09-27 16:54:22.962064","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"408247","2016-09-27 16:54:27.971129","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"408268","2016-09-27 16:54:31.438724","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"408326","2016-09-27 16:54:44.393829","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"408329","2016-09-27 16:54:44.643481","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=4556 Ack=4342 Win=21904 Len=0"
"408350","2016-09-27 16:54:49.989084","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"408397","2016-09-27 16:54:58.466113","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"408455","2016-09-27 16:55:13.753129","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=4556 Ack=4383 Win=21904 Len=0"
"408456","2016-09-27 16:55:13.755166","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"408477","2016-09-27 16:55:17.015962","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"408485","2016-09-27 16:55:18.752394","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"408512","2016-09-27 16:55:25.490727","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"408567","2016-09-27 16:55:36.784146","192.168.1.240","96.244.96.19","NTP","90","NTP Version 4, client"
"408631","2016-09-27 16:55:43.779938","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"408634","2016-09-27 16:55:44.029472","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=4638 Ack=4424 Win=21904 Len=0"
"408636","2016-09-27 16:55:44.041785","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"408666","2016-09-27 16:55:52.519270","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"408674","2016-09-27 16:55:53.802562","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"408709","2016-09-27 16:55:59.014020","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"408798","2016-09-27 16:56:11.068762","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"408812","2016-09-27 16:56:13.752386","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=4638 Ack=4465 Win=21904 Len=0"
"408813","2016-09-27 16:56:13.755774","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"408828","2016-09-27 16:56:16.029591","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"408851","2016-09-27 16:56:19.545008","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"408926","2016-09-27 16:56:38.095747","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"408945","2016-09-27 16:56:43.781915","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"408948","2016-09-27 16:56:44.037288","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=4720 Ack=4506 Win=21904 Len=0"
"408960","2016-09-27 16:56:46.571985","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"408967","2016-09-27 16:56:48.990514","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"409059","2016-09-27 16:57:05.122527","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"409071","2016-09-27 16:57:09.578121","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409072)"
"409073","2016-09-27 16:57:09.584521","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409074)"
"409075","2016-09-27 16:57:09.588116","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409076)"
"409077","2016-09-27 16:57:09.592466","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409078)"
"409079","2016-09-27 16:57:09.596179","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409080)"
"409081","2016-09-27 16:57:09.601049","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409082)"
"409083","2016-09-27 16:57:09.603970","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409084)"
"409085","2016-09-27 16:57:09.607943","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409086)"
"409087","2016-09-27 16:57:09.611811","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409088)"
"409089","2016-09-27 16:57:09.615575","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409090)"
"409091","2016-09-27 16:57:09.620336","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409092)"
"409093","2016-09-27 16:57:09.623599","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409094)"
"409095","2016-09-27 16:57:09.631224","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409096)"
"409097","2016-09-27 16:57:09.635107","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409098)"
"409099","2016-09-27 16:57:09.639094","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409100)"
"409101","2016-09-27 16:57:09.644625","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409102)"
"409103","2016-09-27 16:57:09.651376","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409104)"
"409105","2016-09-27 16:57:09.658193","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409106)"
"409107","2016-09-27 16:57:09.662646","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409108)"
"409109","2016-09-27 16:57:09.666893","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=18453/5448, ttl=64 (reply in 409110)"
"409111","2016-09-27 16:57:09.675287","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x1514 A www.example.com"
"409112","2016-09-27 16:57:09.675456","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x9c22 AAAA www.example.com"
"409115","2016-09-27 16:57:09.694633","192.168.1.240","93.184.216.34","TCP","74","38691  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68222081 TSecr=0 WS=16"
"409118","2016-09-27 16:57:09.849985","192.168.1.240","93.184.216.34","TCP","66","38691  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68222121 TSecr=2152391778"
"409119","2016-09-27 16:57:09.851656","192.168.1.240","93.184.216.34","TCP","66","38691  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68222121 TSecr=2152391778"
"409120","2016-09-27 16:57:09.854051","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xe545 A www.example.net"
"409121","2016-09-27 16:57:09.854199","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x3d86 AAAA www.example.net"
"409124","2016-09-27 16:57:09.871672","192.168.1.240","93.184.216.34","TCP","74","38692  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68222126 TSecr=0 WS=16"
"409126","2016-09-27 16:57:10.002348","192.168.1.240","93.184.216.34","TCP","66","38691  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=68222160 TSecr=2152391817"
"409128","2016-09-27 16:57:10.025702","192.168.1.240","93.184.216.34","TCP","66","38692  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68222166 TSecr=510443098"
"409129","2016-09-27 16:57:10.026431","192.168.1.240","93.184.216.34","TCP","66","38692  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68222166 TSecr=510443098"
"409130","2016-09-27 16:57:10.028350","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x1531 A www.example.org"
"409131","2016-09-27 16:57:10.028501","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x7e5c AAAA www.example.org"
"409134","2016-09-27 16:57:10.041069","192.168.1.240","93.184.216.34","TCP","74","38693  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68222169 TSecr=0 WS=16"
"409137","2016-09-27 16:57:10.202538","192.168.1.240","93.184.216.34","TCP","66","38692  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=68222211 TSecr=510443136"
"409138","2016-09-27 16:57:10.202656","192.168.1.240","93.184.216.34","TCP","66","38693  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68222211 TSecr=2689509709"
"409139","2016-09-27 16:57:10.202746","192.168.1.240","93.184.216.34","TCP","66","38693  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68222211 TSecr=2689509709"
"409141","2016-09-27 16:57:10.353848","192.168.1.240","93.184.216.34","TCP","66","38693  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=68222250 TSecr=2689509750"
"409153","2016-09-27 16:57:13.598794","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"409155","2016-09-27 16:57:13.752221","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=4720 Ack=4547 Win=21904 Len=0"
"409156","2016-09-27 16:57:13.752767","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"409225","2016-09-27 16:57:28.960612","192.168.1.240","239.255.255.250","SSDP","163","M-SEARCH * HTTP/1.1 "
"409226","2016-09-27 16:57:28.974542","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=4761 Ack=4917 Win=24832 Len=0"
"409227","2016-09-27 16:57:29.061838","192.168.1.240","239.255.255.250","SSDP","163","M-SEARCH * HTTP/1.1 "
"409229","2016-09-27 16:57:29.170566","192.168.1.240","239.255.255.250","SSDP","148","M-SEARCH * HTTP/1.1 "
"409231","2016-09-27 16:57:29.272103","192.168.1.240","239.255.255.250","SSDP","148","M-SEARCH * HTTP/1.1 "
"409233","2016-09-27 16:57:29.383660","192.168.1.240","176.32.98.204","TLSv1.2","210","Application Data"
"409237","2016-09-27 16:57:29.604553","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=4917 Ack=5090 Win=27744 Len=0"
"409238","2016-09-27 16:57:29.626699","192.168.1.240","74.125.34.101","TLSv1.2","97","Encrypted Alert"
"409239","2016-09-27 16:57:29.657885","192.168.1.240","74.125.34.101","TCP","66","60014  >  443 [FIN, ACK] Seq=767 Ack=5530 Win=18560 Len=0 TSval=68227191 TSecr=2179344445"
"409240","2016-09-27 16:57:29.658905","192.168.1.240","192.168.1.1","DNS","75","Standard query 0xd8f4 A www.meethue.com"
"409242","2016-09-27 16:57:30.027180","192.168.1.240","74.125.34.101","TCP","74","50679  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68227286 TSecr=0 WS=16"
"409245","2016-09-27 16:57:30.224506","192.168.1.240","74.125.34.101","TCP","97","[TCP Retransmission] 60014  >  443 [FIN, PSH, ACK] Seq=736 Ack=5530 Win=18560 Len=31 TSval=68227334 TSecr=2179344445"
"409247","2016-09-27 16:57:30.291252","192.168.1.240","74.125.34.101","TCP","66","50679  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68227354 TSecr=1487627100"
"409250","2016-09-27 16:57:30.414677","192.168.1.240","74.125.34.101","TLSv1.2","583","Client Hello"
"409255","2016-09-27 16:57:30.679378","192.168.1.240","74.125.34.101","TCP","66","50679  >  443 [ACK] Seq=518 Ack=1419 Win=7216 Len=0 TSval=68227453 TSecr=1487627488"
"409256","2016-09-27 16:57:30.679484","192.168.1.240","74.125.34.101","TCP","66","50679  >  443 [ACK] Seq=518 Ack=2837 Win=10064 Len=0 TSval=68227453 TSecr=1487627488"
"409257","2016-09-27 16:57:30.679549","192.168.1.240","74.125.34.101","TCP","66","50679  >  443 [ACK] Seq=518 Ack=4097 Win=12896 Len=0 TSval=68227453 TSecr=1487627488"
"409259","2016-09-27 16:57:30.937730","192.168.1.240","74.125.34.101","TCP","66","50679  >  443 [ACK] Seq=518 Ack=4720 Win=15728 Len=0 TSval=68227519 TSecr=1487627752"
"409260","2016-09-27 16:57:30.976689","192.168.1.240","74.125.34.101","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"409263","2016-09-27 16:57:31.242302","192.168.1.240","74.125.34.101","TCP","66","50679  >  443 [ACK] Seq=644 Ack=4771 Win=15728 Len=0 TSval=68227597 TSecr=1487628050"
"409264","2016-09-27 16:57:31.242404","192.168.1.240","74.125.34.101","TLSv1.2","158","Application Data"
"409266","2016-09-27 16:57:31.396495","192.168.1.240","74.125.34.101","TCP","97","[TCP Retransmission] 60014  >  443 [FIN, PSH, ACK] Seq=736 Ack=5530 Win=18560 Len=31 TSval=68227637 TSecr=2179344445"
"409269","2016-09-27 16:57:31.775043","192.168.1.240","176.32.98.204","TLSv1.2","201","Application Data"
"409270","2016-09-27 16:57:31.795675","192.168.1.240","74.125.34.101","TCP","66","50679  >  443 [ACK] Seq=736 Ack=5529 Win=18560 Len=0 TSval=68227739 TSecr=1487628560"
"409271","2016-09-27 16:57:32.009010","192.168.1.240","176.32.98.204","TLSv1.2","336","Application Data"
"409273","2016-09-27 16:57:32.145375","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"409279","2016-09-27 16:57:33.759793","192.168.1.240","74.125.34.101","TCP","97","[TCP Retransmission] 60014  >  443 [FIN, PSH, ACK] Seq=736 Ack=5530 Win=18560 Len=31 TSval=68228242 TSecr=2179344445"
"409281","2016-09-27 16:57:33.947376","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"409296","2016-09-27 16:57:38.486341","192.168.1.240","74.125.34.101","TCP","97","[TCP Retransmission] 60014  >  443 [FIN, PSH, ACK] Seq=736 Ack=5530 Win=18560 Len=31 TSval=68229452 TSecr=2179344445"
"409304","2016-09-27 16:57:40.624261","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"409328","2016-09-27 16:57:47.939512","192.168.1.240","74.125.34.101","TCP","97","[TCP Retransmission] 60014  >  443 [FIN, PSH, ACK] Seq=736 Ack=5530 Win=18560 Len=31 TSval=68231872 TSecr=2179344445"
"409333","2016-09-27 16:57:48.281595","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
